,category_id,nation,views,category_name,publishing_day,publishing_hour,publishing_day_num
0,22,KR,156130,People & Blogs,Mon,7,0
1,25,KR,76533,News & Politics,Mon,10,0
2,22,KR,421409,People & Blogs,Sat,7,6
3,25,KR,222850,News & Politics,Sun,11,7
4,25,KR,84466,News & Politics,Mon,11,0
5,25,KR,188707,News & Politics,Sun,10,7
6,22,KR,114858,People & Blogs,Sun,3,7
7,22,KR,70166,People & Blogs,Sun,11,7
8,22,KR,65547,People & Blogs,Sun,18,7
9,22,KR,17868,People & Blogs,Mon,10,0
10,22,KR,154614,People & Blogs,Sat,17,6
11,17,KR,1812042,Sports,Fri,13,4
12,19,KR,260467,Travel & Events,Sat,5,6
13,23,KR,85021,Comedy,Sun,12,7
14,10,KR,2580925,Music,Mon,9,0
15,24,KR,83873,Entertainment,Sun,7,7
16,24,KR,419815,Entertainment,Sat,7,6
17,24,KR,299101,Entertainment,Mon,8,0
18,24,KR,75564,Entertainment,Mon,9,0
19,17,KR,290742,Sports,Sat,1,6
20,23,KR,104070,Comedy,Mon,13,0
21,25,KR,88115,News & Politics,Mon,0,0
22,24,KR,182505,Entertainment,Mon,10,0
23,25,KR,56248,News & Politics,Mon,9,0
24,15,KR,204914,Pets & Animals,Sun,13,7
25,22,KR,18867,People & Blogs,Sun,12,7
26,22,KR,96820,People & Blogs,Mon,0,0
27,25,KR,58676,News & Politics,Mon,9,0
28,24,KR,370244,Entertainment,Sat,13,6
29,22,KR,8266,People & Blogs,Sun,1,7
30,22,KR,13662,People & Blogs,Mon,11,0
31,25,KR,102348,News & Politics,Mon,0,0
32,1,KR,18055,Film & Animation,Mon,5,0
33,22,KR,263044,People & Blogs,Mon,10,0
34,25,KR,59759,News & Politics,Mon,1,0
35,24,KR,413871,Entertainment,Sat,11,6
36,1,KR,338582,Film & Animation,Sun,5,7
37,25,KR,42606,News & Politics,Sun,19,7
38,25,KR,44248,News & Politics,Mon,4,0
39,17,KR,204935,Sports,Sat,16,6
40,10,KR,149601,Music,Sat,17,6
41,25,KR,217077,News & Politics,Sat,14,6
42,24,KR,28141,Entertainment,Mon,3,0
43,25,KR,62856,News & Politics,Mon,2,0
44,22,KR,260596,People & Blogs,Sun,9,7
45,25,KR,32098,News & Politics,Mon,9,0
46,17,KR,30406,Sports,Mon,10,0
47,1,KR,280873,Film & Animation,Sun,5,7
48,43,KR,11452,Shows,Mon,9,0
49,25,KR,121299,News & Politics,Sun,14,7
50,25,KR,104885,News & Politics,Sun,4,7
51,22,KR,31298,People & Blogs,Mon,5,0
52,1,KR,26676,Film & Animation,Sun,5,7
53,10,KR,13549,Music,Sun,18,7
54,25,KR,20051,News & Politics,Mon,14,0
55,1,KR,215525,Film & Animation,Sat,2,6
56,22,KR,44083,People & Blogs,Mon,10,0
57,25,KR,341243,News & Politics,Thu,13,3
58,22,KR,146317,People & Blogs,Sat,15,6
59,10,KR,2348107,Music,Sat,12,6
60,25,KR,28897,News & Politics,Mon,4,0
61,25,KR,377469,News & Politics,Sat,12,6
62,22,KR,205677,People & Blogs,Sat,2,6
63,24,KR,290960,Entertainment,Thu,23,3
64,24,KR,70801,Entertainment,Sun,8,7
65,10,KR,5718766,Music,Sat,16,6
66,10,KR,753347,Music,Sat,5,6
67,22,KR,26785,People & Blogs,Mon,12,0
68,1,KR,78134,Film & Animation,Sat,13,6
69,1,KR,73676,Film & Animation,Sun,9,7
70,22,KR,144091,People & Blogs,Mon,9,0
71,24,KR,200053,Entertainment,Sun,16,7
72,25,KR,30298,News & Politics,Mon,5,0
73,28,KR,45357,Science & Technology,Sun,12,7
74,22,KR,130842,People & Blogs,Sun,13,7
75,25,KR,16277,News & Politics,Mon,0,0
76,10,KR,10588371,Music,Sat,6,6
77,1,KR,104088,Film & Animation,Sun,22,7
78,24,KR,14300,Entertainment,Mon,0,0
79,24,KR,508384,Entertainment,Sat,7,6
80,22,KR,9485,People & Blogs,Mon,10,0
81,22,KR,28569,People & Blogs,Mon,10,0
82,22,KR,289761,People & Blogs,Fri,10,4
83,24,KR,1135745,Entertainment,Thu,8,3
84,23,KR,66283,Comedy,Mon,8,0
85,25,KR,29297,News & Politics,Sun,21,7
86,1,KR,1096327,Film & Animation,Sun,12,7
87,22,KR,39558,People & Blogs,Sun,0,7
88,25,KR,18040,News & Politics,Mon,1,0
89,23,KR,31433,Comedy,Sun,7,7
90,10,KR,836006,Music,Sun,10,7
91,24,KR,118657,Entertainment,Sun,0,7
92,23,KR,231030,Comedy,Sun,12,7
93,24,KR,2789395,Entertainment,Wed,11,2
94,10,KR,32181,Music,Mon,9,0
95,25,KR,15814,News & Politics,Sun,8,7
96,1,KR,69885,Film & Animation,Sat,1,6
97,22,KR,8129,People & Blogs,Mon,8,0
98,1,KR,49147,Film & Animation,Sun,5,7
99,10,KR,162551,Music,Sat,9,6
100,22,KR,464322,People & Blogs,Mon,9,0
101,22,KR,117143,People & Blogs,Mon,8,0
102,22,KR,84987,People & Blogs,Sat,16,6
103,23,KR,498073,Comedy,Fri,6,4
104,25,KR,185301,News & Politics,Fri,8,4
105,22,KR,12522,People & Blogs,Mon,5,0
106,1,KR,535876,Film & Animation,Fri,12,4
107,1,KR,108020,Film & Animation,Sat,4,6
108,10,KR,237673,Music,Fri,6,4
109,20,KR,90386,Gaming,Sun,1,7
110,20,KR,64837,Gaming,Sat,15,6
111,22,KR,15375,People & Blogs,Sun,10,7
112,22,KR,9763,People & Blogs,Sun,2,7
113,22,KR,41637,People & Blogs,Sat,5,6
114,22,KR,13201,People & Blogs,Sun,7,7
115,25,KR,78450,News & Politics,Sat,5,6
116,24,KR,27352,Entertainment,Sun,16,7
117,25,KR,345008,News & Politics,Thu,20,3
118,29,KR,45444,Nonprofits & Activism,Sat,15,6
119,24,KR,137147,Entertainment,Sun,12,7
120,17,KR,467546,Sports,Fri,15,4
121,29,KR,9628,Nonprofits & Activism,Sun,9,7
122,22,KR,62823,People & Blogs,Sat,17,6
123,20,KR,82438,Gaming,Fri,3,4
124,25,KR,148370,News & Politics,Fri,16,4
125,24,KR,542087,Entertainment,Sat,4,6
126,22,KR,30848,People & Blogs,Sun,15,7
127,20,KR,632734,Gaming,Wed,10,2
128,10,KR,56037,Music,Sat,9,6
129,25,KR,622784,News & Politics,Thu,6,3
130,29,KR,21391,Nonprofits & Activism,Sun,19,7
131,1,KR,156292,Film & Animation,Fri,10,4
132,19,KR,41997,Travel & Events,Sat,11,6
133,1,KR,71545,Film & Animation,Sat,10,6
134,17,KR,190463,Sports,Fri,14,4
135,1,KR,150411,Film & Animation,Sat,2,6
136,24,KR,20731,Entertainment,Sat,9,6
137,22,KR,25655,People & Blogs,Sun,15,7
138,24,KR,154115,Entertainment,Sun,15,7
139,22,KR,46765,People & Blogs,Sat,7,6
140,22,KR,23537,People & Blogs,Sat,19,6
141,24,KR,17568,Entertainment,Sun,8,7
142,15,KR,34339,Pets & Animals,Sat,9,6
143,1,KR,28555,Film & Animation,Sat,12,6
144,10,KR,494185,Music,Sat,3,6
145,20,KR,78598,Gaming,Sat,2,6
146,24,KR,3933794,Entertainment,Sat,13,6
147,10,KR,31265,Music,Fri,22,4
148,25,KR,31576,News & Politics,Fri,13,4
149,22,KR,616608,People & Blogs,Sat,2,6
150,24,KR,2418783,Entertainment,Mon,7,0
151,10,KR,260076,Music,Fri,8,4
152,20,KR,81104,Gaming,Fri,3,4
153,22,KR,106696,People & Blogs,Sun,13,7
154,22,KR,16273,People & Blogs,Sun,2,7
155,24,KR,1216962,Entertainment,Sun,13,7
156,10,KR,2106034,Music,Mon,12,0
157,20,KR,224127,Gaming,Thu,14,3
158,10,KR,17158579,Music,Fri,17,4
159,25,KR,159243,News & Politics,Fri,10,4
160,24,KR,353871,Entertainment,Sat,10,6
161,24,KR,17552,Entertainment,Sun,19,7
162,25,KR,195281,News & Politics,Tue,16,1
163,24,KR,397192,Entertainment,Mon,14,0
164,10,KR,929219,Music,Thu,9,3
165,24,KR,1208399,Entertainment,Sun,15,7
166,29,KR,23506,Nonprofits & Activism,Fri,18,4
167,25,KR,103309,News & Politics,Fri,5,4
168,17,KR,145736,Sports,Fri,13,4
169,24,KR,524465,Entertainment,Sat,6,6
170,22,KR,389383,People & Blogs,Sun,13,7
171,24,KR,166100,Entertainment,Fri,9,4
172,24,KR,188095,Entertainment,Fri,9,4
173,28,KR,2457515,Science & Technology,Tue,19,1
174,22,KR,13763,People & Blogs,Sun,5,7
175,24,KR,83254,Entertainment,Thu,18,3
176,22,KR,105477,People & Blogs,Thu,7,3
177,25,KR,282365,News & Politics,Sat,17,6
178,24,KR,629696,Entertainment,Sun,9,7
179,25,KR,59314,News & Politics,Fri,8,4
180,25,KR,1547860,News & Politics,Wed,15,2
181,25,KR,348753,News & Politics,Tue,8,1
182,22,KR,1232807,People & Blogs,Sun,18,7
183,2,KR,294940,Autos & Vehicles,Tue,8,1
184,24,KR,160903,Entertainment,Tue,12,1
185,22,KR,519266,People & Blogs,Mon,7,0
186,10,KR,4003344,Music,Mon,9,0
187,25,KR,118842,News & Politics,Tue,6,1
188,25,KR,238445,News & Politics,Mon,11,0
189,23,KR,263377,Comedy,Sun,12,7
190,27,KR,18390,Education,Tue,9,1
191,23,KR,379463,Comedy,Mon,13,0
192,22,KR,119391,People & Blogs,Tue,13,1
193,17,KR,23923,Sports,Tue,0,1
194,24,KR,280924,Entertainment,Tue,9,1
195,25,KR,124697,News & Politics,Tue,14,1
196,22,KR,152824,People & Blogs,Tue,1,1
197,24,KR,685434,Entertainment,Mon,8,0
198,25,KR,41169,News & Politics,Tue,9,1
199,24,KR,282204,Entertainment,Mon,10,0
200,28,KR,3701763,Science & Technology,Mon,20,0
201,17,KR,483015,Sports,Tue,13,1
202,22,KR,555917,People & Blogs,Sat,7,6
203,25,KR,170951,News & Politics,Mon,21,0
204,24,KR,135033,Entertainment,Tue,11,1
205,17,KR,79594,Sports,Mon,19,0
206,23,KR,260714,Comedy,Tue,11,1
207,25,KR,69472,News & Politics,Tue,0,1
208,25,KR,267180,News & Politics,Sun,11,7
209,25,KR,105508,News & Politics,Tue,0,1
210,22,KR,53553,People & Blogs,Tue,1,1
211,10,KR,21395,Music,Wed,3,2
212,24,KR,147029,Entertainment,Mon,9,0
213,22,KR,296326,People & Blogs,Sat,17,6
214,22,KR,49804,People & Blogs,Wed,1,2
215,10,KR,51883,Music,Sun,18,7
216,25,KR,29213,News & Politics,Mon,17,0
217,25,KR,90028,News & Politics,Mon,2,0
218,25,KR,59204,News & Politics,Tue,10,1
219,1,KR,140662,Film & Animation,Tue,1,1
220,24,KR,22764,Entertainment,Tue,7,1
221,24,KR,26047,Entertainment,Tue,10,1
222,17,KR,1417556,Sports,Tue,14,1
223,24,KR,374524,Entertainment,Mon,10,0
224,22,KR,287854,People & Blogs,Tue,9,1
225,25,KR,62810,News & Politics,Tue,9,1
226,24,KR,68049,Entertainment,Mon,11,0
227,22,KR,131353,People & Blogs,Sun,11,7
228,25,KR,45295,News & Politics,Tue,14,1
229,25,KR,27114,News & Politics,Tue,4,1
230,10,KR,18459,Music,Mon,15,0
231,43,KR,85097,Shows,Mon,11,0
232,25,KR,35860,News & Politics,Tue,4,1
233,25,KR,308710,News & Politics,Sun,10,7
234,25,KR,31456,News & Politics,Tue,13,1
235,25,KR,35567,News & Politics,Tue,12,1
236,25,KR,15502,News & Politics,Tue,0,1
237,1,KR,255058,Film & Animation,Sun,1,7
238,25,KR,98994,News & Politics,Mon,9,0
239,24,KR,48179,Entertainment,Tue,10,1
240,25,KR,23767,News & Politics,Tue,9,1
241,22,KR,19304,People & Blogs,Tue,5,1
242,23,KR,278228,Comedy,Tue,6,1
243,24,KR,81799,Entertainment,Tue,8,1
244,23,KR,40825,Comedy,Tue,11,1
245,25,KR,140194,News & Politics,Mon,15,0
246,22,KR,17380,People & Blogs,Mon,23,0
247,23,KR,257932,Comedy,Tue,10,1
248,24,KR,15897,Entertainment,Mon,14,0
249,22,KR,99508,People & Blogs,Tue,8,1
250,25,KR,29330,News & Politics,Tue,4,1
251,25,KR,39955,News & Politics,Mon,11,0
252,17,KR,335188,Sports,Sat,1,6
253,15,KR,156481,Pets & Animals,Tue,8,1
254,26,KR,14178,Howto & Style,Wed,14,2
255,22,KR,111133,People & Blogs,Mon,0,0
256,24,KR,508548,Entertainment,Sat,7,6
257,24,KR,449629,Entertainment,Sat,13,6
258,24,KR,24402,Entertainment,Tue,1,1
259,24,KR,21563,Entertainment,Tue,10,1
260,22,KR,141878,People & Blogs,Sun,4,7
261,24,KR,26693,Entertainment,Tue,2,1
262,1,KR,57766,Film & Animation,Mon,12,0
263,24,KR,317155,Entertainment,Tue,10,1
264,17,KR,225648,Sports,Sat,16,6
265,10,KR,29106,Music,Tue,9,1
266,1,KR,163241,Film & Animation,Mon,13,0
267,25,KR,15603,News & Politics,Mon,13,0
268,29,KR,45220,Nonprofits & Activism,Mon,11,0
269,27,KR,16954,Education,Tue,1,1
270,22,KR,386461,People & Blogs,Mon,10,0
271,24,KR,25742,Entertainment,Mon,11,0
272,10,KR,229002,Music,Sat,17,6
273,22,KR,72863,People & Blogs,Mon,17,0
274,15,KR,241561,Pets & Animals,Sun,13,7
275,1,KR,31055,Film & Animation,Mon,5,0
276,25,KR,36691,News & Politics,Tue,0,1
277,1,KR,162013,Film & Animation,Tue,11,1
278,22,KR,10140,People & Blogs,Tue,6,1
279,22,KR,11219,People & Blogs,Mon,21,0
280,24,KR,251731,Entertainment,Sun,16,7
281,23,KR,48538,Comedy,Mon,11,0
282,24,KR,75080,Entertainment,Mon,8,0
283,25,KR,16748,News & Politics,Tue,0,1
284,22,KR,18940,People & Blogs,Mon,10,0
285,10,KR,23113,Music,Tue,8,1
286,22,KR,982635,People & Blogs,Mon,9,0
287,24,KR,993742,Entertainment,Tue,15,1
288,24,KR,445159,Entertainment,Sat,11,6
289,25,KR,230075,News & Politics,Sat,14,6
290,43,KR,17854,Shows,Mon,11,0
291,25,KR,420797,News & Politics,Sat,12,6
292,24,KR,289855,Entertainment,Tue,15,1
293,24,KR,13660,Entertainment,Mon,15,0
294,22,KR,322858,People & Blogs,Sun,9,7
295,29,KR,4302,Nonprofits & Activism,Fri,13,4
296,22,KR,49304,People & Blogs,Mon,13,0
297,17,KR,44992,Sports,Mon,10,0
298,22,KR,140553,People & Blogs,Sun,16,7
299,22,KR,175483,People & Blogs,Sun,13,7
300,23,KR,97712,Comedy,Mon,8,0
301,1,KR,369080,Film & Animation,Sun,5,7
302,22,KR,15135,People & Blogs,Mon,15,0
303,25,KR,32381,News & Politics,Mon,13,0
304,1,KR,155521,Film & Animation,Sun,22,7
305,22,KR,38763,People & Blogs,Mon,12,0
306,25,KR,30819,News & Politics,Mon,11,0
307,23,KR,42552,Comedy,Tue,0,1
308,22,KR,55930,People & Blogs,Mon,12,0
309,25,KR,49058,News & Politics,Sun,19,7
310,22,KR,75362,People & Blogs,Mon,10,0
311,1,KR,258397,Film & Animation,Sat,2,6
312,10,KR,274531,Music,Sat,9,6
313,1,KR,81550,Film & Animation,Sun,9,7
314,24,KR,740890,Entertainment,Tue,15,1
315,1,KR,30908,Film & Animation,Sun,5,7
316,22,KR,10144,People & Blogs,Mon,23,0
317,10,KR,776955,Music,Sat,5,6
318,43,KR,33489,Shows,Mon,9,0
319,22,KR,7357,People & Blogs,Mon,13,0
320,24,KR,29736,Entertainment,Mon,3,0
321,10,KR,7003332,Music,Sat,16,6
322,24,KR,340188,Entertainment,Thu,23,3
323,25,KR,376768,News & Politics,Thu,13,3
324,1,KR,84466,Film & Animation,Sat,13,6
325,25,KR,35313,News & Politics,Mon,5,0
326,24,KR,1544710,Entertainment,Mon,15,0
327,24,KR,150498,Entertainment,Sun,12,7
328,25,KR,11610,News & Politics,Mon,12,0
329,24,KR,85178,Entertainment,Mon,16,0
330,24,KR,67446,Entertainment,Mon,15,0
331,22,KR,47453,People & Blogs,Mon,10,0
332,26,KR,977285,Howto & Style,Tue,12,1
333,10,KR,11810521,Music,Sat,6,6
334,10,KR,2995455,Music,Sat,12,6
335,22,KR,21116,People & Blogs,Mon,10,0
336,1,KR,37486,Film & Animation,Sun,5,7
337,1,KR,329086,Film & Animation,Sun,5,7
338,22,KR,100304,People & Blogs,Sat,16,6
339,28,KR,3111293,Science & Technology,Tue,19,1
340,22,KR,147887,People & Blogs,Mon,8,0
341,23,KR,14490,Comedy,Mon,2,0
342,1,KR,1651358,Film & Animation,Sun,12,7
343,29,KR,29813,Nonprofits & Activism,Sun,19,7
344,22,KR,203858,People & Blogs,Mon,9,0
345,20,KR,107091,Gaming,Sun,1,7
346,25,KR,33192,News & Politics,Sun,21,7
347,24,KR,4632016,Entertainment,Mon,7,0
348,24,KR,16132,Entertainment,Mon,0,0
349,24,KR,2828537,Entertainment,Wed,11,2
350,10,KR,911853,Music,Sun,10,7
351,22,KR,324970,People & Blogs,Wed,6,2
352,25,KR,526488,News & Politics,Tue,8,1
353,25,KR,343464,News & Politics,Wed,6,2
354,25,KR,446706,News & Politics,Wed,7,2
355,22,KR,1528596,People & Blogs,Sun,18,7
356,23,KR,655758,Comedy,Wed,12,2
357,2,KR,422737,Autos & Vehicles,Tue,8,1
358,22,KR,126445,People & Blogs,Wed,10,2
359,24,KR,169834,Entertainment,Wed,6,2
360,20,KR,48146,Gaming,Wed,9,2
361,25,KR,91968,News & Politics,Wed,7,2
362,22,KR,165741,People & Blogs,Wed,10,2
363,25,KR,338757,News & Politics,Wed,12,2
364,25,KR,711986,News & Politics,Wed,2,2
365,25,KR,112858,News & Politics,Tue,9,1
366,25,KR,87006,News & Politics,Wed,7,2
367,24,KR,374067,Entertainment,Tue,12,1
368,43,KR,229972,Shows,Tue,11,1
369,22,KR,687016,People & Blogs,Mon,7,0
370,22,KR,293915,People & Blogs,Tue,16,1
371,22,KR,192847,People & Blogs,Wed,11,2
372,28,KR,5531707,Science & Technology,Mon,20,0
373,10,KR,1002924,Music,Wed,15,2
374,20,KR,140471,Gaming,Wed,10,2
375,22,KR,14683,People & Blogs,Thu,13,3
376,23,KR,197218,Comedy,Sat,15,6
377,22,KR,128732,People & Blogs,Tue,16,1
378,22,KR,58888,People & Blogs,Wed,16,2
379,24,KR,106015,Entertainment,Wed,11,2
380,22,KR,228425,People & Blogs,Tue,1,1
381,25,KR,162644,News & Politics,Tue,6,1
382,23,KR,403807,Comedy,Sun,12,7
383,22,KR,14004,People & Blogs,Wed,7,2
384,10,KR,4540883,Music,Mon,9,0
385,27,KR,13905,Education,Wed,8,2
386,25,KR,61056,News & Politics,Wed,4,2
387,25,KR,74628,News & Politics,Wed,0,2
388,22,KR,59364,People & Blogs,Wed,12,2
389,24,KR,123430,Entertainment,Mon,11,0
390,25,KR,271374,News & Politics,Mon,11,0
391,24,KR,65298,Entertainment,Wed,8,2
392,25,KR,26217,News & Politics,Wed,17,2
393,1,KR,175093,Film & Animation,Tue,1,1
394,23,KR,507614,Comedy,Mon,13,0
395,25,KR,36142,News & Politics,Wed,7,2
396,25,KR,106727,News & Politics,Wed,0,2
397,25,KR,63560,News & Politics,Wed,23,2
398,22,KR,144346,People & Blogs,Wed,13,2
399,25,KR,156980,News & Politics,Tue,14,1
400,24,KR,54784,Entertainment,Wed,10,2
401,25,KR,34467,News & Politics,Wed,14,2
402,24,KR,398954,Entertainment,Tue,9,1
403,22,KR,16171,People & Blogs,Wed,5,2
404,22,KR,135299,People & Blogs,Wed,13,2
405,17,KR,307516,Sports,Tue,23,1
406,10,KR,41582,Music,Wed,3,2
407,25,KR,13079,News & Politics,Wed,8,2
408,20,KR,146610,Gaming,Wed,6,2
409,22,KR,48832,People & Blogs,Wed,3,2
410,22,KR,174411,People & Blogs,Tue,18,1
411,1,KR,25994,Film & Animation,Wed,8,2
412,17,KR,664033,Sports,Tue,13,1
413,25,KR,44015,News & Politics,Tue,4,1
414,22,KR,32761,People & Blogs,Tue,14,1
415,24,KR,307681,Entertainment,Mon,10,0
416,22,KR,30451,People & Blogs,Wed,8,2
417,22,KR,53028,People & Blogs,Wed,9,2
418,22,KR,49610,People & Blogs,Wed,1,2
419,24,KR,586379,Entertainment,Tue,2,1
420,25,KR,114286,News & Politics,Wed,6,2
421,15,KR,76980,Pets & Animals,Wed,10,2
422,25,KR,23011,News & Politics,Tue,13,1
423,25,KR,53923,News & Politics,Tue,14,1
424,22,KR,12563,People & Blogs,Wed,7,2
425,24,KR,60095,Entertainment,Wed,10,2
426,25,KR,97798,News & Politics,Wed,6,2
427,22,KR,21372,People & Blogs,Wed,11,2
428,25,KR,50037,News & Politics,Tue,12,1
429,25,KR,47630,News & Politics,Tue,23,1
430,24,KR,33502,Entertainment,Wed,6,2
431,23,KR,328532,Comedy,Tue,11,1
432,22,KR,12819,People & Blogs,Wed,8,2
433,23,KR,137735,Comedy,Wed,14,2
434,25,KR,281040,News & Politics,Sun,11,7
435,22,KR,39270,People & Blogs,Tue,14,1
436,24,KR,103914,Entertainment,Tue,8,1
437,25,KR,30088,News & Politics,Wed,9,2
438,20,KR,24404,Gaming,Tue,14,1
439,24,KR,23105,Entertainment,Wed,3,2
440,20,KR,448188,Gaming,Wed,11,2
441,25,KR,37867,News & Politics,Tue,12,1
442,25,KR,74239,News & Politics,Tue,9,1
443,25,KR,41655,News & Politics,Wed,7,2
444,1,KR,213565,Film & Animation,Tue,11,1
445,25,KR,27002,News & Politics,Wed,5,2
446,17,KR,101681,Sports,Mon,19,0
447,25,KR,21501,News & Politics,Wed,0,2
448,1,KR,92389,Film & Animation,Tue,3,1
449,22,KR,70872,People & Blogs,Tue,1,1
450,10,KR,25511,Music,Mon,15,0
451,17,KR,122205,Sports,Tue,13,1
452,10,KR,104433,Music,Wed,11,2
453,22,KR,31450,People & Blogs,Mon,23,0
454,22,KR,6954,People & Blogs,Wed,7,2
455,24,KR,160168,Entertainment,Tue,21,1
456,24,KR,28461,Entertainment,Wed,6,2
457,2,KR,10171,Autos & Vehicles,Wed,2,2
458,22,KR,58529,People & Blogs,Tue,13,1
459,25,KR,88004,News & Politics,Tue,5,1
460,2,KR,8188,Autos & Vehicles,Wed,19,2
461,25,KR,32571,News & Politics,Wed,8,2
462,24,KR,401920,Entertainment,Mon,10,0
463,25,KR,10478,News & Politics,Wed,5,2
464,1,KR,62383,Film & Animation,Tue,11,1
465,22,KR,12967,People & Blogs,Wed,9,2
466,24,KR,8867,Entertainment,Wed,3,2
467,22,KR,388055,People & Blogs,Sat,17,6
468,22,KR,5019,People & Blogs,Wed,12,2
469,22,KR,16457,People & Blogs,Wed,6,2
470,22,KR,335506,People & Blogs,Tue,9,1
471,23,KR,57067,Comedy,Tue,11,1
472,22,KR,53662,People & Blogs,Wed,12,2
473,22,KR,280770,People & Blogs,Tue,13,1
474,1,KR,278210,Film & Animation,Sun,1,7
475,17,KR,1519608,Sports,Tue,14,1
476,25,KR,333983,News & Politics,Sun,10,7
477,23,KR,357699,Comedy,Tue,10,1
478,10,KR,97641,Music,Sun,18,7
479,22,KR,163163,People & Blogs,Mon,17,0
480,25,KR,77346,News & Politics,Tue,0,1
481,24,KR,392218,Entertainment,Tue,15,1
482,29,KR,58044,Nonprofits & Activism,Mon,11,0
483,23,KR,307071,Comedy,Tue,6,1
484,15,KR,197745,Pets & Animals,Tue,8,1
485,1,KR,36744,Film & Animation,Mon,5,0
486,17,KR,37208,Sports,Tue,0,1
487,22,KR,9203,People & Blogs,Wed,5,2
488,24,KR,530685,Entertainment,Sat,13,6
489,24,KR,147309,Entertainment,Wed,10,2
490,24,KR,518808,Entertainment,Sat,7,6
491,24,KR,25097,Entertainment,Tue,7,1
492,26,KR,1963481,Howto & Style,Tue,12,1
493,10,KR,302440,Music,Sat,17,6
494,22,KR,13352,People & Blogs,Tue,6,1
495,24,KR,46672,Entertainment,Mon,13,0
496,22,KR,48586,People & Blogs,Tue,8,1
497,17,KR,233576,Sports,Sat,16,6
498,22,KR,1239795,People & Blogs,Mon,9,0
499,23,KR,52156,Comedy,Mon,11,0
500,25,KR,16334,News & Politics,Tue,0,1
501,22,KR,114906,People & Blogs,Mon,0,0
502,24,KR,1318220,Entertainment,Tue,15,1
503,20,KR,14141,Gaming,Tue,7,1
504,22,KR,406233,People & Blogs,Mon,10,0
505,1,KR,177615,Film & Animation,Mon,13,0
506,15,KR,256146,Pets & Animals,Sun,13,7
507,10,KR,39028,Music,Tue,9,1
508,24,KR,263648,Entertainment,Sun,16,7
509,22,KR,2623,People & Blogs,Wed,7,2
510,17,KR,2232830,Sports,Tue,3,1
511,24,KR,38039,Entertainment,Tue,8,1
512,24,KR,194205,Entertainment,Tue,11,1
513,25,KR,36906,News & Politics,Tue,0,1
514,17,KR,470378,Sports,Tue,23,1
515,22,KR,55564,People & Blogs,Tue,17,1
516,25,KR,141683,News & Politics,Mon,15,0
517,24,KR,466880,Entertainment,Sat,11,6
518,24,KR,27396,Entertainment,Tue,10,1
519,24,KR,144284,Entertainment,Tue,17,1
520,24,KR,1256111,Entertainment,Tue,15,1
521,22,KR,211622,People & Blogs,Sun,13,7
522,24,KR,67091,Entertainment,Tue,15,1
523,22,KR,13254,People & Blogs,Mon,21,0
524,22,KR,29220,People & Blogs,Mon,10,0
525,24,KR,29114,Entertainment,Tue,1,1
526,26,KR,14210,Howto & Style,Wed,14,2
527,43,KR,39214,Shows,Mon,9,0
528,23,KR,111681,Comedy,Mon,8,0
529,22,KR,68234,People & Blogs,Wed,1,2
530,22,KR,145723,People & Blogs,Tue,16,1
531,22,KR,364421,People & Blogs,Sun,9,7
532,1,KR,195077,Film & Animation,Sun,22,7
533,17,KR,54097,Sports,Mon,10,0
534,27,KR,17677,Education,Tue,1,1
535,24,KR,85956,Entertainment,Tue,16,1
536,10,KR,331219,Music,Sat,9,6
537,29,KR,2510664,Nonprofits & Activism,Wed,7,2
538,25,KR,275031,News & Politics,Tue,17,1
539,22,KR,160282,People & Blogs,Sun,16,7
540,22,KR,513694,People & Blogs,Wed,6,2
541,25,KR,435172,News & Politics,Wed,6,2
542,25,KR,608775,News & Politics,Tue,8,1
543,19,KR,195893,Travel & Events,Wed,9,2
544,25,KR,908285,News & Politics,Wed,7,2
545,23,KR,919569,Comedy,Wed,12,2
546,22,KR,1671363,People & Blogs,Sun,18,7
547,24,KR,593408,Entertainment,Wed,16,2
548,25,KR,770569,News & Politics,Wed,12,2
549,22,KR,209748,People & Blogs,Wed,10,2
550,20,KR,253095,Gaming,Thu,9,3
551,26,KR,394069,Howto & Style,Thu,8,3
552,10,KR,461134,Music,Wed,9,2
553,2,KR,453586,Autos & Vehicles,Tue,8,1
554,1,KR,222639,Film & Animation,Thu,9,3
555,10,KR,916731,Music,Thu,15,3
556,25,KR,148491,News & Politics,Thu,5,3
557,25,KR,184893,News & Politics,Wed,7,2
558,24,KR,114451,Entertainment,Thu,7,3
559,22,KR,317172,People & Blogs,Wed,22,2
560,24,KR,194618,Entertainment,Thu,4,3
561,25,KR,821769,News & Politics,Wed,2,2
562,24,KR,200364,Entertainment,Wed,6,2
563,20,KR,243423,Gaming,Wed,10,2
564,24,KR,53736,Entertainment,Wed,23,2
565,10,KR,3483755,Music,Thu,15,3
566,25,KR,117882,News & Politics,Wed,7,2
567,25,KR,129818,News & Politics,Wed,6,2
568,25,KR,48731,News & Politics,Fri,0,4
569,25,KR,117628,News & Politics,Thu,14,3
570,24,KR,55174,Entertainment,Thu,5,3
571,22,KR,234652,People & Blogs,Wed,10,2
572,20,KR,202685,Gaming,Wed,6,2
573,43,KR,253307,Shows,Tue,11,1
574,22,KR,19971,People & Blogs,Thu,22,3
575,23,KR,263612,Comedy,Thu,11,3
576,25,KR,62429,News & Politics,Thu,6,3
577,25,KR,95289,News & Politics,Thu,1,3
578,25,KR,103556,News & Politics,Thu,0,3
